,Country,Country Code,Indicator Name,Indicator Code,Year,GDP,City,Region,AvgCelsiusTemp,CO2,F-Gas,N2O
42,Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,2014,213860450595.829,Algiers,Africa,18.692857142857147,138.81,4.78,11.31
43,Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,2015,166361491140.753,Algiers,Africa,18.30206043956045,145.97,4.93,11.87
44,Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,2016,159994837855.12,Algiers,Africa,18.506325966850827,143.35,5.15,11.89
45,Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,2017,170163165960.516,Algiers,Africa,18.33084931506849,145.1,5.36,11.92
46,Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,2018,175405660377.358,Algiers,Africa,18.010972222222215,151.67,5.58,12.11
47,Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,2019,171091289782.245,Algiers,Africa,18.32908077994428,,,
48,Argentina,ARG,GDP (current US$),NY.GDP.MKTP.CD,1995,258031750000.0,Buenos Aires,South/Central America & Carribean,16.500712328767126,113.81,1.22,36.72
49,Argentina,ARG,GDP (current US$),NY.GDP.MKTP.CD,1996,272149750000.0,Buenos Aires,South/Central America & Carribean,17.061120218579234,126.56,1.67,37.02
50,Argentina,ARG,GDP (current US$),NY.GDP.MKTP.CD,1997,292859000000.0,Buenos Aires,South/Central America & Carribean,17.302136986301374,127.32,2.11,37.41
51,Argentina,ARG,GDP (current US$),NY.GDP.MKTP.CD,1998,298948250000.0,Buenos Aires,South/Central America & Carribean,16.534055555555543,133.17,2.53,37.04
52,Argentina,ARG,GDP (current US$),NY.GDP.MKTP.CD,1999,283523000000.0,Buenos Aires,South/Central America & Carribean,16.5754120879121,134.19,2.95,37.32
53,Argentina,ARG,GDP (current US$),NY.GDP.MKTP.CD,2000,284203750000.0,Buenos Aires,South/Central America & Carribean,16.88676712328768,131.91,3.36,39.45
54,Argentina,ARG,GDP (current US$),NY.GDP.MKTP.CD,2001,268696750000.0,Buenos Aires,South/Central America & Carribean,17.410769230769223,124.87,3.71,39.31
55,Argentina,ARG,GDP (current US$),NY.GDP.MKTP.CD,2002,97724004251.8602,Buenos Aires,South/Central America & Carribean,17.226000000000013,117.47,4.05,39.89
56,Argentina,ARG,GDP (current US$),NY.GDP.MKTP.CD,2003,127586973492.177,Buenos Aires,South/Central America & Carribean,16.624435261708,128.36,4.4,43.79
57,Argentina,ARG,GDP (current US$),NY.GDP.MKTP.CD,2004,164657930452.787,Buenos Aires,South/Central America & Carribean,17.01420765027321,141.85,4.74,43.98
58,Argentina,ARG,GDP (current US$),NY.GDP.MKTP.CD,2005,198737095012.282,Buenos Aires,South/Central America & Carribean,16.839780821917813,146.32,5.09,43.54
59,Argentina,ARG,GDP (current US$),NY.GDP.MKTP.CD,2006,232557260817.308,Buenos Aires,South/Central America & Carribean,17.0488493150685,155.37,7.06,44.93
60,Argentina,ARG,GDP (current US$),NY.GDP.MKTP.CD,2007,287530508430.568,Buenos Aires,South/Central America & Carribean,16.289697802197804,163.63,9.04,47.34
61,Argentina,ARG,GDP (current US$),NY.GDP.MKTP.CD,2008,361558037110.419,Buenos Aires,South/Central America & Carribean,17.420027472527476,168.15,11.01,45.97
62,Argentina,ARG,GDP (current US$),NY.GDP.MKTP.CD,2009,332976484577.619,Buenos Aires,South/Central America & Carribean,17.23052197802197,157.44,12.99,40.51
63,Argentina,ARG,GDP (current US$),NY.GDP.MKTP.CD,2010,423627422092.49,Buenos Aires,South/Central America & Carribean,17.225863013698625,168.14,14.97,41.65
64,Argentina,ARG,GDP (current US$),NY.GDP.MKTP.CD,2011,530163281574.658,Buenos Aires,South/Central America & Carribean,17.352821917808217,177.26,15.76,42.64
65,Argentina,ARG,GDP (current US$),NY.GDP.MKTP.CD,2012,545982375701.128,Buenos Aires,South/Central America & Carribean,17.624945355191247,178.53,16.56,42.12
66,Argentina,ARG,GDP (current US$),NY.GDP.MKTP.CD,2013,552025140252.246,Buenos Aires,South/Central America & Carribean,17.15624657534248,184.0,17.36,43.47
67,Argentina,ARG,GDP (current US$),NY.GDP.MKTP.CD,2014,526319673731.638,Buenos Aires,South/Central America & Carribean,17.56306849315068,179.91,18.16,43.85
68,Argentina,ARG,GDP (current US$),NY.GDP.MKTP.CD,2015,594749285413.212,Buenos Aires,South/Central America & Carribean,17.680796703296696,186.09,18.95,43.43
69,Argentina,ARG,GDP (current US$),NY.GDP.MKTP.CD,2016,557531376217.967,Buenos Aires,South/Central America & Carribean,16.77462809917357,184.28,20.12,46.38
70,Argentina,ARG,GDP (current US$),NY.GDP.MKTP.CD,2017,643628665302.668,Buenos Aires,South/Central America & Carribean,17.85438356164385,180.12,21.29,48.34
71,Argentina,ARG,GDP (current US$),NY.GDP.MKTP.CD,2018,517626700412.718,Buenos Aires,South/Central America & Carribean,17.48597222222221,177.41,22.46,47.93
72,Argentina,ARG,GDP (current US$),NY.GDP.MKTP.CD,2019,445445177459.426,Buenos Aires,South/Central America & Carribean,17.261587743732584,,,
73,Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,1995,367216364716.365,Brisbane,Australia/South Pacific,19.90986301369864,289.01,2.84,75.72
74,Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,1995,367216364716.365,Canberra,Australia/South Pacific,12.992712328767125,289.01,2.84,75.72
75,Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,1995,367216364716.365,Melbourne,Australia/South Pacific,17.386273972602755,289.01,2.84,75.72
76,Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,1995,367216364716.365,Perth,Australia/South Pacific,18.292082191780818,289.01,2.84,75.72
77,Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,1995,367216364716.365,Sydney,Australia/South Pacific,13.368602739726027,289.01,2.84,75.72
78,Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,1996,400302731411.229,Brisbane,Australia/South Pacific,19.829480874316943,299.59,2.83,69.98
79,Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,1996,400302731411.229,Canberra,Australia/South Pacific,12.23178571428572,299.59,2.83,69.98
80,Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,1996,400302731411.229,Melbourne,Australia/South Pacific,17.574071038251365,299.59,2.83,69.98
81,Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,1996,400302731411.229,Perth,Australia/South Pacific,18.52027322404372,299.59,2.83,69.98
82,Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,1996,400302731411.229,Sydney,Australia/South Pacific,13.08898907103824,299.59,2.83,69.98
83,Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,1997,434568007512.913,Brisbane,Australia/South Pacific,19.9145205479452,306.77,2.74,69.01
84,Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,1997,434568007512.913,Canberra,Australia/South Pacific,13.222630136986304,306.77,2.74,69.01
85,Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,1997,434568007512.913,Melbourne,Australia/South Pacific,18.014328767123295,306.77,2.74,69.01
86,Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,1997,434568007512.913,Perth,Australia/South Pacific,18.481890410958915,306.77,2.74,69.01
87,Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,1997,434568007512.913,Sydney,Australia/South Pacific,14.122054794520537,306.77,2.74,69.01
88,Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,1998,398899138574.239,Brisbane,Australia/South Pacific,20.57459833795014,327.66,3.26,73.52
89,Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,1998,398899138574.239,Canberra,Australia/South Pacific,12.930689655172422,327.66,3.26,73.52
90,Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,1998,398899138574.239,Melbourne,Australia/South Pacific,18.46360110803324,327.66,3.26,73.52
91,Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,1998,398899138574.239,Perth,Australia/South Pacific,18.734887892376683,327.66,3.26,73.52
92,Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,1998,398899138574.239,Sydney,Australia/South Pacific,13.805165745856351,327.66,3.26,73.52
93,Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,1999,388608221581.652,Brisbane,Australia/South Pacific,19.66653846153845,333.04,2.9,90.54
94,Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,1999,388608221581.652,Canberra,Australia/South Pacific,13.647719780219774,333.04,2.9,90.54
95,Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,1999,388608221581.652,Melbourne,Australia/South Pacific,18.149972527472528,333.04,2.9,90.54
96,Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,1999,388608221581.652,Perth,Australia/South Pacific,18.70260989010989,333.04,2.9,90.54
97,Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,1999,388608221581.652,Sydney,Australia/South Pacific,14.47851648351649,333.04,2.9,90.54
98,Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,2000,415222633925.768,Brisbane,Australia/South Pacific,19.856584699453563,338.81,3.11,98.66
99,Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,2000,415222633925.768,Canberra,Australia/South Pacific,13.027540983606563,338.81,3.11,98.66
100,Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,2000,415222633925.768,Melbourne,Australia/South Pacific,18.198934426229517,338.81,3.11,98.66
101,Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,2000,415222633925.768,Perth,Australia/South Pacific,18.34254098360657,338.81,3.11,98.66
102,Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,2000,415222633925.768,Sydney,Australia/South Pacific,14.603251366120212,338.81,3.11,98.66
103,Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,2001,378376086723.194,Brisbane,Australia/South Pacific,20.25989010989013,344.96,4.32,109.13
104,Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,2001,378376086723.194,Canberra,Australia/South Pacific,13.411593406593406,344.96,4.32,109.13
105,Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,2001,378376086723.194,Melbourne,Australia/South Pacific,18.384038461538445,344.96,4.32,109.13
106,Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,2001,378376086723.194,Perth,Australia/South Pacific,17.588461538461544,344.96,4.32,109.13
107,Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,2001,378376086723.194,Sydney,Australia/South Pacific,14.325631868131865,344.96,4.32,109.13
108,Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,2002,394648911678.527,Brisbane,Australia/South Pacific,20.376527777777756,352.89,4.88,102.14
109,Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,2002,394648911678.527,Canberra,Australia/South Pacific,13.875333333333348,352.89,4.88,102.14
110,Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,2002,394648911678.527,Melbourne,Australia/South Pacific,18.38297222222223,352.89,4.88,102.14
111,Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,2002,394648911678.527,Perth,Australia/South Pacific,18.238666666666678,352.89,4.88,102.14
112,Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,2002,394648911678.527,Sydney,Australia/South Pacific,14.377333333333327,352.89,4.88,102.14
113,Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,2003,466488060570.763,Brisbane,Australia/South Pacific,19.9679005524862,351.99,5.49,62.12
114,Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,2003,466488060570.763,Canberra,Australia/South Pacific,13.75719008264463,351.99,5.49,62.12
115,Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,2003,466488060570.763,Melbourne,Australia/South Pacific,18.1342699724518,351.99,5.49,62.12
116,Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,2003,466488060570.763,Perth,Australia/South Pacific,18.29588397790056,351.99,5.49,62.12
117,Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,2003,466488060570.763,Sydney,Australia/South Pacific,14.25347107438016,351.99,5.49,62.12
118,Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,2004,612490396927.017,Brisbane,Australia/South Pacific,20.342404371584717,365.27,6.21,85.89
119,Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,2004,612490396927.017,Canberra,Australia/South Pacific,13.800983606557375,365.27,6.21,85.89
120,Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,2004,612490396927.017,Melbourne,Australia/South Pacific,18.450355191256836,365.27,6.21,85.89
121,Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,2004,612490396927.017,Perth,Australia/South Pacific,18.152677595628408,365.27,6.21,85.89
122,Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,2004,612490396927.017,Sydney,Australia/South Pacific,14.027213114754096,365.27,6.21,85.89
123,Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,2005,693407758231.845,Brisbane,Australia/South Pacific,20.659808219178085,369.51,6.99,63.08
124,Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,2005,693407758231.845,Canberra,Australia/South Pacific,13.695232876712346,369.51,6.99,63.08
125,Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,2005,693407758231.845,Melbourne,Australia/South Pacific,18.755589041095885,369.51,6.99,63.08
126,Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,2005,693407758231.845,Perth,Australia/South Pacific,17.50394520547946,369.51,6.99,63.08
127,Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,2005,693407758231.845,Sydney,Australia/South Pacific,14.699369863013702,369.51,6.99,63.08
128,Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,2006,746054207846.661,Brisbane,Australia/South Pacific,20.306301369863,375.06,6.25,82.53
129,Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,2006,746054207846.661,Canberra,Australia/South Pacific,13.956904109589038,375.06,6.25,82.53
130,Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,2006,746054207846.661,Melbourne,Australia/South Pacific,18.46978082191784,375.06,6.25,82.53
131,Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,2006,746054207846.661,Perth,Australia/South Pacific,18.27967123287672,375.06,6.25,82.53
132,Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,2006,746054207846.661,Sydney,Australia/South Pacific,14.195671232876718,375.06,6.25,82.53
133,Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,2007,853099630996.31,Brisbane,Australia/South Pacific,20.52016483516485,385.37,7.16,77.64
134,Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,2007,853099630996.31,Canberra,Australia/South Pacific,14.298626373626368,385.37,7.16,77.64
135,Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,2007,853099630996.31,Melbourne,Australia/South Pacific,18.65326923076924,385.37,7.16,77.64
136,Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,2007,853099630996.31,Perth,Australia/South Pacific,18.078214285714285,385.37,7.16,77.64
137,Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,2007,853099630996.31,Sydney,Australia/South Pacific,15.29656593406594,385.37,7.16,77.64
138,Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,2008,1053995523724.26,Brisbane,Australia/South Pacific,19.926170798898053,388.5,8.13,62.1
139,Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,2008,1053995523724.26,Canberra,Australia/South Pacific,13.383489010988995,388.5,8.13,62.1
140,Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,2008,1053995523724.26,Melbourne,Australia/South Pacific,17.94041208791208,388.5,8.13,62.1
141,Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,2008,1053995523724.26,Perth,Australia/South Pacific,18.10581267217631,388.5,8.13,62.1
142,Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,2008,1053995523724.26,Sydney,Australia/South Pacific,14.363223140495888,388.5,8.13,62.1
143,Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,2009,927805183330.879,Brisbane,Australia/South Pacific,20.735054945054937,394.95,8.91,65.75
144,Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,2009,927805183330.879,Canberra,Australia/South Pacific,14.252582417582412,394.95,8.91,65.75
145,Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,2009,927805183330.879,Melbourne,Australia/South Pacific,18.82788461538461,394.95,8.91,65.75
146,Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,2009,927805183330.879,Perth,Australia/South Pacific,18.517197802197806,394.95,8.91,65.75
147,Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,2009,927805183330.879,Sydney,Australia/South Pacific,14.898791208791213,394.95,8.91,65.75
148,Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,2010,1146138465603.81,Brisbane,Australia/South Pacific,20.37101369863015,387.35,9.9,54.65
149,Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,2010,1146138465603.81,Canberra,Australia/South Pacific,13.324410958904105,387.35,9.9,54.65
150,Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,2010,1146138465603.81,Melbourne,Australia/South Pacific,18.57994520547944,387.35,9.9,54.65
151,Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,2010,1146138465603.81,Perth,Australia/South Pacific,18.569589041095888,387.35,9.9,54.65
152,Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,2010,1146138465603.81,Sydney,Australia/South Pacific,14.472136986301374,387.35,9.9,54.65
153,Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,2011,1396649906339.35,Brisbane,Australia/South Pacific,19.879863013698625,385.77,10.75,107.8
154,Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,2011,1396649906339.35,Canberra,Australia/South Pacific,12.837808219178084,385.77,10.75,107.8
155,Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,2011,1396649906339.35,Melbourne,Australia/South Pacific,18.308931506849305,385.77,10.75,107.8
156,Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,2011,1396649906339.35,Perth,Australia/South Pacific,19.42449315068494,385.77,10.75,107.8
157,Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,2011,1396649906339.35,Sydney,Australia/South Pacific,14.379068493150694,385.77,10.75,107.8
158,Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,2012,1546151783872.96,Brisbane,Australia/South Pacific,20.09628415300544,385.77,11.34,107.09
159,Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,2012,1546151783872.96,Canberra,Australia/South Pacific,12.45513661202186,385.77,11.34,107.09
160,Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,2012,1546151783872.96,Melbourne,Australia/South Pacific,18.218606557377043,385.77,11.34,107.09
161,Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,2012,1546151783872.96,Perth,Australia/South Pacific,18.81393442622952,385.77,11.34,107.09
162,Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,2012,1546151783872.96,Sydney,Australia/South Pacific,14.459398907103818,385.77,11.34,107.09
163,Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,2013,1576184467015.49,Brisbane,Australia/South Pacific,20.551342465753415,379.27,11.94,63.53
164,Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,2013,1576184467015.49,Canberra,Australia/South Pacific,13.582967032967035,379.27,11.94,63.53
165,Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,2013,1576184467015.49,Melbourne,Australia/South Pacific,19.091016483516484,379.27,11.94,63.53
166,Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,2013,1576184467015.49,Perth,Australia/South Pacific,18.93934246575342,379.27,11.94,63.53
167,Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,2013,1576184467015.49,Sydney,Australia/South Pacific,14.99662087912088,379.27,11.94,63.53
168,Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,2014,1467483705131.74,Brisbane,Australia/South Pacific,20.80766483516486,369.88,12.63,75.8
169,Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,2014,1467483705131.74,Canberra,Australia/South Pacific,13.68054945054945,369.88,12.63,75.8
170,Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,2014,1467483705131.74,Melbourne,Australia/South Pacific,18.91700549450549,369.88,12.63,75.8
171,Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,2014,1467483705131.74,Perth,Australia/South Pacific,18.91565934065933,369.88,12.63,75.8
172,Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,2014,1467483705131.74,Sydney,Australia/South Pacific,15.134560439560447,369.88,12.63,75.8
173,Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,2015,1351693984524.5,Brisbane,Australia/South Pacific,20.502115384615397,375.97,13.22,71.96
174,Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,2015,1351693984524.5,Canberra,Australia/South Pacific,13.275247252747263,375.97,13.22,71.96
175,Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,2015,1351693984524.5,Melbourne,Australia/South Pacific,18.719972527472528,375.97,13.22,71.96
176,Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,2015,1351693984524.5,Perth,Australia/South Pacific,19.02417582417584,375.97,13.22,71.96
177,Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,2015,1351693984524.5,Sydney,Australia/South Pacific,14.766428571428568,375.97,13.22,71.96
