Country,Region,Year,AvgCelsiusTemp,State
Brazil,South/Central America & Carribean,2009,21.92695054945056,Not EU
Brazil,South/Central America & Carribean,2010,22.444255707762554,Not EU
Brazil,South/Central America & Carribean,2011,21.744575342465772,Not EU
Brazil,South/Central America & Carribean,2012,22.31923497267759,Not EU
Brazil,South/Central America & Carribean,2013,22.26091324200913,Not EU
Brazil,South/Central America & Carribean,2014,22.946253443526196,Not EU
Brazil,South/Central America & Carribean,2015,22.615732600732613,Not EU
Brazil,South/Central America & Carribean,2016,22.36700736648251,Not EU
Brazil,South/Central America & Carribean,2017,22.30964383561647,Not EU
Brazil,South/Central America & Carribean,2018,22.025605920444054,Not EU
Bulgaria,Europe,1995,9.683150684931503,EU
Bulgaria,Europe,1997,9.322109589041094,EU
Bulgaria,Europe,1998,10.409584487534627,EU
Bulgaria,Europe,1999,10.561291208791202,EU
Bulgaria,Europe,2000,10.959918032786886,EU
Bulgaria,Europe,2001,10.402219178082197,EU
Bulgaria,Europe,2002,10.241218836565096,EU
Bulgaria,Europe,2003,10.095561643835621,EU
Bulgaria,Europe,2004,10.300109289617486,EU
Bulgaria,Europe,2005,9.522054794520548,EU
Bulgaria,Europe,2006,10.232328767123294,EU
Bulgaria,Europe,2007,11.968681318681321,EU
Bulgaria,Europe,2008,11.88635616438355,EU
Bulgaria,Europe,2009,11.47516483516485,EU
Bulgaria,Europe,2010,11.58936986301369,EU
Bulgaria,Europe,2011,10.808712328767122,EU
Bulgaria,Europe,2012,11.77953551912569,EU
Bulgaria,Europe,2013,11.935945205479454,EU
Bulgaria,Europe,2014,11.742307692307707,EU
Bulgaria,Europe,2015,11.872087912087906,EU
Bulgaria,Europe,2016,11.873756906077354,EU
Bulgaria,Europe,2017,11.474410958904116,EU
Bulgaria,Europe,2018,11.690387811634357,EU
Canada,North America,1995,5.556791780821919,Not EU
Canada,North America,1996,4.541683060109284,Not EU
Canada,North America,1997,5.552515068493158,Not EU
Canada,North America,1998,7.367759002770096,Not EU
Canada,North America,1999,6.9934038461538695,Not EU
Canada,North America,2000,5.640980016424861,Not EU
Canada,North America,2001,6.809939726027389,Not EU
Canada,North America,2002,5.764725761772845,Not EU
Canada,North America,2003,5.722003288572199,Not EU
Canada,North America,2004,5.666415300546442,Not EU
Canada,North America,2005,6.633837209302316,Not EU
Canada,North America,2006,7.1047616438356025,Not EU
Canada,North America,2007,6.0279631665750255,Not EU
Canada,North America,2008,5.6956845320744405,Not EU
Canada,North America,2009,5.432203902170927,Not EU
Canada,North America,2010,6.886675191815871,Not EU
Canada,North America,2011,6.273478791577661,Not EU
Canada,North America,2012,6.8978347057029525,Not EU
Canada,North America,2013,5.552112633181136,Not EU
Canada,North America,2014,2.1622590068159675,Not EU
Canada,North America,2015,3.619779951100245,Not EU
Canada,North America,2016,5.155532503457816,Not EU
Canada,North America,2017,4.420686813186812,Not EU
Canada,North America,2018,3.718902777777776,Not EU
China,Asia,1995,15.429145205479449,Not EU
China,Asia,1996,15.04937704918032,Not EU
China,Asia,1997,15.864307948860466,Not EU
China,Asia,1998,16.555848115299344,Not EU
China,Asia,1999,15.972549450549424,Not EU
China,Asia,2000,15.647326407873159,Not EU
China,Asia,2001,15.726169863013691,Not EU
China,Asia,2002,15.951219512195092,Not EU
China,Asia,2003,15.917613823368079,Not EU
China,Asia,2004,16.07320765027321,Not EU
China,Asia,2005,15.678142465753414,Not EU
China,Asia,2006,16.208657534246576,Not EU
China,Asia,2007,16.50996147495869,Not EU
China,Asia,2008,15.730983516483528,Not EU
China,Asia,2009,15.869070918086832,Not EU
China,Asia,2010,15.370739726027411,Not EU
China,Asia,2011,15.51826849315069,Not EU
China,Asia,2012,15.324311475409852,Not EU
China,Asia,2013,15.979484931506862,Not EU
China,Asia,2014,16.347526113249035,Not EU
China,Asia,2015,16.49382417582417,Not EU
China,Asia,2016,16.440281923714743,Not EU
China,Asia,2017,16.676158904109613,Not EU
China,Asia,2018,16.517807991121018,Not EU
Croatia,Europe,1996,11.210510510510513,EU
Croatia,Europe,1997,11.011888888888887,EU
Croatia,Europe,1998,11.305589887640453,EU
Croatia,Europe,1999,12.032011019283742,EU
Croatia,Europe,2000,13.252362637362657,EU
Croatia,Europe,2001,12.31210958904111,EU
Croatia,Europe,2002,12.641611111111123,EU
Croatia,Europe,2003,12.47734246575343,EU
Croatia,Europe,2004,11.69284153005464,EU
Croatia,Europe,2005,11.243369863013696,EU
Croatia,Europe,2006,12.345068493150688,EU
Croatia,Europe,2007,13.212829131652665,EU
Croatia,Europe,2008,12.900631868131883,EU
Croatia,Europe,2009,12.914752747252745,EU
Croatia,Europe,2010,11.787041095890409,EU
Croatia,Europe,2011,12.626328767123281,EU
Croatia,Europe,2012,13.090765027322403,EU
Croatia,Europe,2013,12.427616438356166,EU
Croatia,Europe,2014,13.456181318681317,EU
Croatia,Europe,2015,13.16945054945055,EU
Croatia,Europe,2016,12.684626038781158,EU
Croatia,Europe,2017,13.095643835616423,EU
Croatia,Europe,2018,13.6073537604457,EU
Cyprus,Europe,1995,18.329962121212127,EU
Cyprus,Europe,1996,20.941939799331095,EU
Cyprus,Europe,1997,17.458043478260862,EU
Cyprus,Europe,1998,21.842703703703698,EU
Cyprus,Europe,1999,18.776776315789466,EU
Cyprus,Europe,2000,22.670143884892074,EU
Cyprus,Europe,2001,19.983068493150686,EU
Cyprus,Europe,2002,19.669534050179216,EU
Cyprus,Europe,2003,14.512142857142857,EU
Cyprus,Europe,2004,22.751829787234062,EU
Cyprus,Europe,2005,19.127479452054796,EU
Cyprus,Europe,2006,19.07134246575343,EU
Cyprus,Europe,2007,19.5454189944134,EU
Cyprus,Europe,2008,20.031095890410963,EU
Cyprus,Europe,2009,20.57082031249999,EU
Cyprus,Europe,2010,32.28,EU
Czech Republic,Europe,1995,8.20375342465754,EU
Czech Republic,Europe,1996,6.39133879781421,EU
Czech Republic,Europe,1997,7.90915068493151,EU
Czech Republic,Europe,1998,8.76653739612188,EU
Czech Republic,Europe,1999,8.850631868131869,EU
Czech Republic,Europe,2000,9.490027322404373,EU
Czech Republic,Europe,2001,8.31698630136987,EU
Czech Republic,Europe,2002,9.022216066481993,EU
Czech Republic,Europe,2003,8.951232876712329,EU
Czech Republic,Europe,2004,8.538825136612019,EU
Czech Republic,Europe,2005,8.530082191780822,EU
Czech Republic,Europe,2006,9.07515068493151,EU
Czech Republic,Europe,2007,9.894148351648353,EU
Czech Republic,Europe,2008,9.369560439560441,EU
Czech Republic,Europe,2009,9.141208791208792,EU
Czech Republic,Europe,2010,7.770054794520546,EU
Czech Republic,Europe,2011,9.258849315068494,EU
Czech Republic,Europe,2012,9.067923497267762,EU
Czech Republic,Europe,2013,8.32999999999999,EU
Czech Republic,Europe,2014,9.958873626373627,EU
Czech Republic,Europe,2015,10.201730769230762,EU
Czech Republic,Europe,2016,9.476215469613257,EU
Czech Republic,Europe,2017,9.31358904109589,EU
Czech Republic,Europe,2018,10.559667590027704,EU
Denmark,Europe,1995,7.911671232876712,EU
Denmark,Europe,1996,6.3629508196721325,EU
Denmark,Europe,1997,8.377260273972604,EU
Denmark,Europe,1998,8.152576177285319,EU
Denmark,Europe,1999,8.709285714285711,EU
Denmark,Europe,2000,9.063770491803288,EU
Denmark,Europe,2001,8.153534246575337,EU
Denmark,Europe,2002,8.874210526315787,EU
Denmark,Europe,2003,8.39534246575343,EU
Denmark,Europe,2004,8.37062841530055,EU
Denmark,Europe,2005,8.397780821917808,EU
Denmark,Europe,2006,9.014986301369865,EU
Denmark,Europe,2007,9.218379120879124,EU
Denmark,Europe,2008,9.116174863387979,EU
Denmark,Europe,2009,8.61870879120879,EU
Denmark,Europe,2010,6.881369863013701,EU
Denmark,Europe,2011,8.745808219178079,EU
Denmark,Europe,2012,8.219562841530054,EU
Denmark,Europe,2013,8.278493150684938,EU
Denmark,Europe,2014,9.934368131868128,EU
Denmark,Europe,2015,9.097060439560442,EU
Denmark,Europe,2016,8.93773480662983,EU
Denmark,Europe,2017,8.863589041095889,EU
Denmark,Europe,2018,9.700055401662045,EU
Finland,Europe,1995,5.689972602739733,EU
Finland,Europe,1996,4.470300546448087,EU
Finland,Europe,1997,5.597315068493152,EU
Finland,Europe,1998,5.139279778393352,EU
Finland,Europe,1999,6.2658791208791165,EU
Finland,Europe,2000,6.964644808743173,EU
Finland,Europe,2001,5.562109589041097,EU
Finland,Europe,2002,5.739252077562322,EU
Finland,Europe,2003,5.216136986301368,EU
Finland,Europe,2004,5.394672131147539,EU
Finland,Europe,2005,5.935315068493152,EU
Finland,Europe,2006,6.216575342465752,EU
Finland,Europe,2007,6.432390109890111,EU
Finland,Europe,2008,7.01289617486339,EU
Finland,Europe,2009,5.580796703296704,EU
Finland,Europe,2010,4.505780821917807,EU
Finland,Europe,2011,6.784328767123293,EU
Finland,Europe,2012,5.28180327868852,EU
Finland,Europe,2013,6.466493150684934,EU
Finland,Europe,2014,6.72442307692307,EU
Finland,Europe,2015,7.1780769230769215,EU
Finland,Europe,2016,6.05765193370166,EU
Finland,Europe,2017,6.009506849315066,EU
Finland,Europe,2018,6.674238227146816,EU
France,Europe,1995,13.559752066115708,EU
France,Europe,1996,12.401942544459631,EU
France,Europe,1997,13.819301369863034,EU
France,Europe,1998,13.040879888268147,EU
France,Europe,1999,13.387390109890118,EU
France,Europe,2000,13.202322404371566,EU
France,Europe,2001,12.89569863013699,EU
France,Europe,2002,13.201980609418273,EU
France,Europe,2003,13.550479452054788,EU
France,Europe,2004,12.740000000000018,EU
France,Europe,2005,12.813401920438954,EU
France,Europe,2006,13.280602739726037,EU
France,Europe,2007,12.84924450549451,EU
France,Europe,2008,12.527325102880653,EU
France,Europe,2009,12.909546703296698,EU
France,Europe,2010,11.888506849315075,EU
France,Europe,2011,13.709260273972603,EU
France,Europe,2012,12.670901639344278,EU
France,Europe,2013,12.34379972565156,EU
France,Europe,2014,13.045892857142842,EU
France,Europe,2015,13.154574175824182,EU
France,Europe,2016,12.779296551724137,EU
France,Europe,2017,13.11813698630135,EU
France,Europe,2018,13.3218617771509,EU
Germany,Europe,1995,10.402098901098901,EU
Germany,Europe,1996,8.449676616915418,EU
Germany,Europe,1997,9.540566750629726,EU
Germany,Europe,1998,10.270863309352503,EU
Germany,Europe,1999,10.556302616609775,EU
Germany,Europe,2000,11.165399768250289,EU
Germany,Europe,2001,9.75784577723377,EU
Germany,Europe,2002,10.677068126520682,EU
Germany,Europe,2003,9.225746666666659,EU
Germany,Europe,2004,10.291315136476433,EU
Germany,Europe,2005,10.113260073260065,EU
Germany,Europe,2006,9.539375886524814,EU
Germany,Europe,2007,10.509578606158838,EU
Germany,Europe,2008,10.437056074766351,EU
Germany,Europe,2009,10.141159196290571,EU
Germany,Europe,2010,8.77297529538131,EU
Germany,Europe,2011,10.469533333333324,EU
Germany,Europe,2012,9.206393442622952,EU
Germany,Europe,2013,8.620986301369857,EU
Germany,Europe,2014,10.062747252747245,EU
Germany,Europe,2015,9.955302197802192,EU
Germany,Europe,2016,9.503259668508287,EU
Germany,Europe,2017,9.329643835616446,EU
Germany,Europe,2018,10.811623188405793,EU
Greece,Europe,1995,18.304027397260263,EU
Greece,Europe,1996,18.078661202185803,EU
Greece,Europe,1997,17.742082191780813,EU
Greece,Europe,1998,18.612348066298352,EU
Greece,Europe,1999,19.287115384615387,EU
Greece,Europe,2000,18.77877049180329,EU
Greece,Europe,2001,18.966739726027395,EU
Greece,Europe,2002,18.441717451523537,EU
Greece,Europe,2003,18.288246575342445,EU
Greece,Europe,2004,18.14147540983606,EU
Greece,Europe,2005,17.929753424657527,EU
Greece,Europe,2006,17.872975206611567,EU
Greece,Europe,2007,18.75900277008312,EU
Greece,Europe,2008,18.832939560439577,EU
Greece,Europe,2009,18.748787878787883,EU
Greece,Europe,2010,19.51599999999999,EU
Greece,Europe,2011,19.01210958904109,EU
Greece,Europe,2012,15.64528301886793,EU
Hungary,Europe,1995,10.151753424657533,EU
Hungary,Europe,1996,9.233005464480877,EU
Hungary,Europe,1997,10.214273972602731,EU
Hungary,Europe,1998,10.853314917127074,EU
Hungary,Europe,1999,10.360192307692303,EU
Hungary,Europe,2000,11.737295081967211,EU
Hungary,Europe,2001,10.799972602739734,EU
Hungary,Europe,2002,11.553407202216068,EU
Hungary,Europe,2003,10.96447802197802,EU
Hungary,Europe,2004,9.276065573770493,EU
Hungary,Europe,2005,9.084328767123285,EU
Hungary,Europe,2006,10.017479452054797,EU
Hungary,Europe,2007,11.8257967032967,EU
Hungary,Europe,2008,11.466821917808225,EU
Hungary,Europe,2009,11.388543956043963,EU
Hungary,Europe,2010,10.055397260273974,EU
Hungary,Europe,2011,10.853561643835615,EU
Hungary,Europe,2012,11.42306010928961,EU
Hungary,Europe,2013,11.276328767123289,EU
Hungary,Europe,2014,12.051098901098902,EU
Hungary,Europe,2015,12.00115384615384,EU
Hungary,Europe,2016,11.230441988950272,EU
Hungary,Europe,2017,11.233999999999996,EU
Hungary,Europe,2018,12.242991689750701,EU
India,Asia,1995,26.655099793530617,Not EU
India,Asia,1996,26.578518518518525,Not EU
India,Asia,1997,26.43839726027393,Not EU
India,Asia,1998,26.97095766828584,Not EU
India,Asia,1999,26.91021320495182,Not EU
India,Asia,2000,26.78275154004104,Not EU
India,Asia,2001,26.574482522275517,Not EU
India,Asia,2002,27.043435114503815,Not EU
India,Asia,2003,26.745921864290565,Not EU
India,Asia,2004,26.780218579234923,Not EU
India,Asia,2005,26.620753424657536,Not EU
India,Asia,2006,26.947479452054793,Not EU
India,Asia,2007,26.745279889426367,Not EU
India,Asia,2008,26.624471879286727,Not EU
India,Asia,2009,27.43197938144326,Not EU
India,Asia,2010,27.25117445054944,Not EU
India,Asia,2011,26.8166872852234,Not EU
India,Asia,2012,27.037404371584675,Not EU
India,Asia,2013,26.77740918437287,Not EU
India,Asia,2014,27.07754120879121,Not EU
India,Asia,2015,27.466311813186806,Not EU
India,Asia,2016,27.88644184445969,Not EU
India,Asia,2017,27.627688614540446,Not EU
India,Asia,2018,27.541936376210195,Not EU
Indonesia,Asia,1995,27.952315436241594,Not EU
Indonesia,Asia,1996,27.717037037037027,Not EU
Indonesia,Asia,1997,28.103037037037033,Not EU
Indonesia,Asia,1998,28.389479999999995,Not EU
Indonesia,Asia,1999,28.042091836734688,Not EU
Indonesia,Asia,2000,28.348615384615382,Not EU
Indonesia,Asia,2001,28.18375,Not EU
Indonesia,Asia,2002,29.70380952380952,Not EU
Indonesia,Asia,2003,29.139000000000003,Not EU
Indonesia,Asia,2004,29.324854368932044,Not EU
Indonesia,Asia,2005,28.933469387755103,Not EU
Indonesia,Asia,2006,29.17852713178295,Not EU
Indonesia,Asia,2007,28.477267441860498,Not EU
Indonesia,Asia,2008,28.411589595375744,Not EU
Indonesia,Asia,2009,28.653074712643665,Not EU
Indonesia,Asia,2010,28.49008287292817,Not EU
Indonesia,Asia,2011,28.645796703296682,Not EU
Indonesia,Asia,2012,28.703636363636345,Not EU
Indonesia,Asia,2013,28.438016528925626,Not EU
Indonesia,Asia,2014,28.593278236914603,Not EU
Indonesia,Asia,2015,28.533195592286493,Not EU
Indonesia,Asia,2016,28.65653739612189,Not EU
Indonesia,Asia,2017,28.603214285714284,Not EU
Indonesia,Asia,2018,28.650306406685235,Not EU
Ireland,Europe,1995,9.983342465753427,EU
Ireland,Europe,1996,9.004699453551908,EU
Ireland,Europe,1997,10.049534246575348,EU
Ireland,Europe,1998,9.927423822714683,EU
Ireland,Europe,1999,9.899587912087906,EU
Ireland,Europe,2000,9.412404371584703,EU
Ireland,Europe,2001,9.3814794520548,EU
Ireland,Europe,2002,9.976177285318567,EU
Ireland,Europe,2003,9.983561643835616,EU
Ireland,Europe,2004,9.934562841530056,EU
Ireland,Europe,2005,10.137123287671228,EU
Ireland,Europe,2006,10.271506849315067,EU
Ireland,Europe,2007,10.254490358126715,EU
Ireland,Europe,2008,9.543589041095888,EU
Ireland,Europe,2009,9.622362637362633,EU
Ireland,Europe,2010,8.484575342465764,EU
Ireland,Europe,2011,10.066027397260275,EU
Ireland,Europe,2012,9.447076502732243,EU
Ireland,Europe,2013,9.557726027397264,EU
Ireland,Europe,2014,10.137967032967037,EU
Ireland,Europe,2015,9.567390109890107,EU
Ireland,Europe,2016,9.885883977900548,EU
Ireland,Europe,2017,10.11610958904109,EU
Ireland,Europe,2018,9.953839779005524,EU
Italy,Europe,1995,13.427472527472549,EU
Italy,Europe,1996,13.239603825136621,EU
Italy,Europe,1997,14.21408219178082,EU
Italy,Europe,1998,14.118573407202234,EU
Italy,Europe,1999,14.338008241758251,EU
Italy,Europe,2000,14.46543091655266,EU
Italy,Europe,2001,14.208465753424658,EU
Italy,Europe,2002,14.08073407202215,EU
Italy,Europe,2003,14.64387671232878,EU
Italy,Europe,2004,13.787486338797807,EU
Italy,Europe,2005,13.46090410958903,EU
Italy,Europe,2006,14.020684931506853,EU
Italy,Europe,2007,14.297898351648353,EU
Italy,Europe,2008,14.33085164835166,EU
Italy,Europe,2009,14.505013736263745,EU
Italy,Europe,2010,13.764027397260264,EU
Italy,Europe,2011,14.60083561643836,EU
Italy,Europe,2012,14.479562841530043,EU
Italy,Europe,2013,14.276082191780798,EU
Italy,Europe,2014,15.05575549450548,EU
Italy,Europe,2015,14.810329670329658,EU
Italy,Europe,2016,14.97112947658403,EU
Italy,Europe,2017,14.93387671232877,EU
Italy,Europe,2018,15.560554016620493,EU
Japan,Asia,1995,13.068648401826492,Not EU
Japan,Asia,1996,12.468105646630235,Not EU
Japan,Asia,1997,13.299543378995432,Not EU
Japan,Asia,1998,13.624051565377547,Not EU
Japan,Asia,1999,13.65911172161173,Not EU
Japan,Asia,2000,13.267094717668469,Not EU
Japan,Asia,2001,12.718557077625569,Not EU
Japan,Asia,2002,13.218734995383192,Not EU
Japan,Asia,2003,12.888666666666687,Not EU
Japan,Asia,2004,13.981912568306031,Not EU
Japan,Asia,2005,13.050986301369875,Not EU
Japan,Asia,2006,13.462739726027404,Not EU
Japan,Asia,2007,14.083287545787558,Not EU
Japan,Asia,2008,13.712680695333956,Not EU
Japan,Asia,2009,13.834853479853487,Not EU
Japan,Asia,2010,14.133872146118716,Not EU
Japan,Asia,2011,13.664730593607306,Not EU
Japan,Asia,2012,13.417295081967215,Not EU
Japan,Asia,2013,13.935077625570779,Not EU
Japan,Asia,2014,13.664120879120876,Not EU
Japan,Asia,2015,14.339670329670339,Not EU
Japan,Asia,2016,14.225769585253447,Not EU
Japan,Asia,2017,13.690575342465756,Not EU
Japan,Asia,2018,14.421543438077661,Not EU
Latvia,Europe,1995,7.232582417582421,EU
Latvia,Europe,1996,5.549289617486337,EU
Latvia,Europe,1997,7.50087671232877,EU
Latvia,Europe,1998,5.797147435897437,EU
Latvia,Europe,1999,8.311208791208788,EU
Latvia,Europe,2000,8.687178082191775,EU
Latvia,Europe,2001,7.761726027397257,EU
Latvia,Europe,2002,8.171163434903045,EU
Latvia,Europe,2003,7.5957260273972675,EU
Latvia,Europe,2004,7.31844262295082,EU
Latvia,Europe,2005,7.282438356164382,EU
Latvia,Europe,2006,7.594410958904113,EU
Latvia,Europe,2007,7.827499999999993,EU
Latvia,Europe,2008,8.068324175824179,EU
Latvia,Europe,2009,7.022829670329675,EU
Latvia,Europe,2010,5.922191780821911,EU
Latvia,Europe,2011,7.489506849315075,EU
Latvia,Europe,2012,6.404972677595629,EU
Latvia,Europe,2013,7.304164383561647,EU
Latvia,Europe,2014,7.844148351648355,EU
Latvia,Europe,2015,8.268434065934072,EU
Latvia,Europe,2016,7.656914600550967,EU
Latvia,Europe,2017,7.311616438356172,EU
Latvia,Europe,2018,8.148176795580113,EU
Mexico,North America,1995,21.31209876543213,Not EU
Mexico,North America,1996,20.723262711864386,Not EU
Mexico,North America,1997,20.2472148541114,Not EU
Mexico,North America,1998,21.71918620689657,Not EU
Mexico,North America,1999,20.797987355110653,Not EU
Mexico,North America,2000,20.533129388164483,Not EU
Mexico,North America,2001,20.421464646464653,Not EU
Mexico,North America,2002,20.5347225501771,Not EU
Mexico,North America,2003,20.455360824742243,Not EU
Mexico,North America,2004,20.248959227467815,Not EU
Mexico,North America,2005,21.00040862656072,Not EU
Mexico,North America,2006,20.7447748815166,Not EU
Mexico,North America,2007,20.243367463026175,Not EU
Mexico,North America,2008,20.400798898071642,Not EU
Mexico,North America,2009,21.131881868131867,Not EU
Mexico,North America,2010,20.278047945205483,Not EU
Mexico,North America,2011,21.10687977099238,Not EU
Mexico,North America,2012,20.892384105960268,Not EU
Mexico,North America,2013,20.51375478927206,Not EU
Mexico,North America,2014,20.059922928709046,Not EU
Mexico,North America,2015,20.161661721068242,Not EU
Mexico,North America,2016,20.454342359767907,Not EU
Mexico,North America,2017,20.51735211267609,Not EU
Mexico,North America,2018,19.983311132255,Not EU
Poland,Europe,1995,8.282273972602738,EU
Poland,Europe,1996,6.88475409836066,EU
Poland,Europe,1997,7.91906849315068,EU
Poland,Europe,1998,8.333628808864265,EU
Poland,Europe,1999,9.140851648351653,EU
Poland,Europe,2000,9.651830601092893,EU
Poland,Europe,2001,8.388246575342468,EU
Poland,Europe,2002,9.20581717451523,EU
Poland,Europe,2003,8.371287671232873,EU
Poland,Europe,2004,8.465628415300545,EU
Poland,Europe,2005,8.667369863013704,EU
Poland,Europe,2006,9.046164383561644,EU
Poland,Europe,2007,9.737087912087913,EU
Poland,Europe,2008,9.840906593406588,EU
Poland,Europe,2009,8.800219780219784,EU
Poland,Europe,2010,7.964356164383563,EU
Poland,Europe,2011,9.093616438356163,EU
Poland,Europe,2012,8.699590163934422,EU
Poland,Europe,2013,8.895643835616442,EU
Poland,Europe,2014,9.784862637362627,EU
Poland,Europe,2015,10.55321428571429,EU
